date, time, scenario, factor, error, table, query, run, total_runs, time_original, time_distorted, tuple_amount_original, tuple_amount_distorted, tuple_amount_intersection, recall, precision
2025_09_13,19_22_05,duplication,1,0.01,region,Q2,1,50,345.01,371.77,434,434,434,1,1
2025_09_13,19_22_09,duplication,1,0.01,region,Q5,1,50,1951.32,1900.71,5,5,5,1,1
2025_09_13,19_22_22,duplication,1,0.01,region,Q8,1,50,6255.21,6254.78,2,2,2,1,1
2025_09_13,19_22_25,duplication,1,0.01,nation,Q2,1,50,391.09,1833.77,485,581,485,1,0.834767642
2025_09_13,19_22_29,duplication,1,0.01,nation,Q5,1,50,2093.77,1963.47,5,5,5,1,1
2025_09_13,19_22_33,duplication,1,0.01,nation,Q7,1,50,2040.59,1716.69,4,4,4,1,1
2025_09_13,19_23_28,duplication,1,0.01,nation,Q8,1,50,6318.83,48652.85,2,2,0,0,0
2025_09_13,19_23_39,duplication,1,0.01,nation,Q9,1,50,3291.56,7314.72,175,175,168,0.96,0.96
2025_09_13,19_23_51,duplication,1,0.01,nation,Q10,1,50,3532.2,7516.57,37690,37690,36221,0.961024144,0.961024144
2025_09_13,19_23_52,duplication,1,0.01,nation,Q11,1,50,255.84,248.81,911,911,911,1,1
2025_09_13,19_23_52,duplication,1,0.01,nation,Q20,1,50,18.24,17.42,0,0,0,X,0
2025_09_13,19_24_17,duplication,1,0.01,nation,Q21,1,50,12180.05,12145.38,362,362,362,1,1
2025_09_13,19_24_29,duplication,1,0.01,customer,Q3,1,50,2973.73,3181.11,11407,11407,11407,1,1
2025_09_13,19_24_33,duplication,1,0.01,customer,Q5,1,50,1946.55,2018.9,5,5,5,1,1
2025_09_13,19_24_35,duplication,1,0.01,customer,Q7,1,50,1131.68,1034.71,0,0,0,X,0
2025_09_13,19_24_46,duplication,1,0.01,customer,Q8,1,50,6291.41,4143.04,2,2,2,1,1
2025_09_13,19_24_58,duplication,1,0.01,customer,Q10,1,50,3530.87,7190.98,37018,37018,37013,0.999864931,0.999864931
2025_09_13,19_25_10,duplication,1,0.01,customer,Q13,1,50,6034.29,6680.79,42,44,29,0.69047619,0.659090909
2025_09_13,19_25_33,duplication,1,0.01,customer,Q18,1,50,9268.49,13074.49,697,697,697,1,1
2025_09_13,19_25_34,duplication,1,0.01,customer,Q22,1,50,509.9,572.35,7,7,6,0.857142857,0.857142857
2025_09_13,19_26_38,duplication,1,0.01,orders,Q3,1,50,2879.09,3599.23,11479,11479,11477,0.999825769,0.999825769
2025_09_13,19_26_42,duplication,1,0.01,orders,Q4,1,50,2044.79,2132.97,5,5,2,0.4,0.4
2025_09_13,19_26_46,duplication,1,0.01,orders,Q5,1,50,1948.16,2015.15,5,5,2,0.4,0.4
2025_09_13,19_26_51,duplication,1,0.01,orders,Q7,1,50,2056.39,2418.06,4,4,2,0.5,0.5
2025_09_13,19_27_04,duplication,1,0.01,orders,Q8,1,50,6324.54,6481.91,2,2,1,0.5,0.5
2025_09_13,19_27_59,duplication,1,0.01,orders,Q9,1,50,3276.86,52054.02,175,175,143,0.817142857,0.817142857
2025_09_13,19_28_08,duplication,1,0.01,orders,Q10,1,50,3675.54,3984.26,37967,37967,37963,0.999894645,0.999894645
2025_09_13,19_28_32,duplication,1,0.01,orders,Q12,1,50,8332.19,15475.21,2,2,1,0.5,0.5
2025_09_13,19_28_45,duplication,1,0.01,orders,Q13,1,50,6031.37,6558.19,42,42,18,0.428571429,0.428571429
2025_09_13,19_29_04,duplication,1,0.01,orders,Q18,1,50,9335.71,9408.34,917,917,917,1,1
2025_09_13,19_29_29,duplication,1,0.01,orders,Q21,1,50,12186.21,12574.99,377,377,377,1,1
2025_09_13,19_29_31,duplication,1,0.01,orders,Q22,1,50,528.36,518.11,7,7,7,1,1
2025_09_13,19_29_43,duplication,1,0.01,supplier,Q2,1,50,367.9,7526.21,472,473,472,1,0.997885835
2025_09_13,19_32_51,duplication,1,0.01,supplier,Q5,1,50,1951.38,185620.67,5,5,5,1,1
2025_09_13,19_35_13,duplication,1,0.01,supplier,Q7,1,50,2161.73,139308.73,4,4,4,1,1
2025_09_13,19_35_20,duplication,1,0.01,supplier,Q8,1,50,6580.5,539.76,2,2,1,0.5,0.5
2025_09_13,19_35_31,duplication,1,0.01,supplier,Q9,1,50,3225.5,6876.12,175,175,168,0.96,0.96
2025_09_13,19_35_32,duplication,1,0.01,supplier,Q11,1,50,311.49,272.29,741,741,741,1,1
2025_09_13,19_36_02,duplication,1,0.01,supplier,Q15,1,50,14904.02,14848.26,1,1,1,1,1
2025_09_13,19_36_03,duplication,1,0.01,supplier,Q20,1,50,570.98,564.77,178,178,178,1,1
2025_09_13,19_38_06,duplication,1,0.01,supplier,Q21,1,50,12188.82,110037.73,415,415,415,1,1
2025_09_13,19_38_11,duplication,1,0.01,part,Q2,1,50,360.2,380.54,467,467,467,1,1
2025_09_13,19_38_17,duplication,1,0.01,part,Q8,1,50,6251.67,543.24,2,2,2,1,1
2025_09_13,19_38_24,duplication,1,0.01,part,Q9,1,50,3212.88,3234.99,175,175,156,0.891428571,0.891428571
2025_09_13,19_38_52,duplication,1,0.01,part,Q14,1,50,7544.26,20386.18,1,1,0,0,0
2025_09_13,19_38_55,duplication,1,0.01,part,Q16,1,50,954.26,961.17,18195,18195,18195,1,1
2025_09_13,19_38_56,duplication,1,0.01,part,Q17,1,50,235.51,249.06,1,1,1,1,1
2025_09_13,19_38_57,duplication,1,0.01,part,Q19,1,50,402.43,425.8,1,1,1,1,1
2025_09_13,19_38_58,duplication,1,0.01,part,Q20,1,50,602.61,579.72,197,197,197,1,1
2025_09_13,19_39_43,duplication,1,0.01,partsupp,Q2,1,50,370.89,415.74,458,458,458,1,1
2025_09_13,19_39_50,duplication,1,0.01,partsupp,Q9,1,50,3234.66,3510.87,175,175,142,0.811428571,0.811428571
2025_09_13,19_39_52,duplication,1,0.01,partsupp,Q11,1,50,255.63,447.39,1217,1217,1217,1,1
2025_09_13,19_39_54,duplication,1,0.01,partsupp,Q16,1,50,975.71,1174.1,18195,18195,18195,1,1
2025_09_13,19_47_43,duplication,1,0.01,lineitem,Q1,1,50,21437.33,21884.43,4,4,0,0,0
2025_09_13,19_47_52,duplication,1,0.01,lineitem,Q3,1,50,3511.73,5539.88,11422,11422,11412,0.999124497,0.999124497
2025_09_13,19_47_57,duplication,1,0.01,lineitem,Q4,1,50,1997.85,2365.39,5,5,5,1,1
2025_09_13,19_48_01,duplication,1,0.01,lineitem,Q5,1,50,2036.48,2539.25,5,5,3,0.6,0.6
2025_09_13,19_48_15,duplication,1,0.01,lineitem,Q6,1,50,6638.52,7091.98,1,1,0,0,0
2025_09_13,19_48_21,duplication,1,0.01,lineitem,Q7,1,50,2240.3,3473.93,4,4,4,1,1
2025_09_13,19_48_34,duplication,1,0.01,lineitem,Q8,1,50,6237.78,7094.46,2,2,2,1,1
2025_09_13,19_48_42,duplication,1,0.01,lineitem,Q9,1,50,3408.89,3423.6,175,175,142,0.811428571,0.811428571
2025_09_13,19_48_50,duplication,1,0.01,lineitem,Q10,1,50,3547.97,3862.1,37607,37607,37595,0.99968091,0.99968091
2025_09_13,19_49_07,duplication,1,0.01,lineitem,Q12,1,50,8280.28,8547.11,2,2,0,0,0
2025_09_13,19_49_22,duplication,1,0.01,lineitem,Q14,1,50,7079.71,7608.46,1,1,0,0,0
2025_09_13,19_49_52,duplication,1,0.01,lineitem,Q15,1,50,14840.85,14633.79,1,1,1,1,1
2025_09_13,19_49_53,duplication,1,0.01,lineitem,Q17,1,50,724.33,725.27,1,1,1,1,1
2025_09_13,19_50_19,duplication,1,0.01,lineitem,Q18,1,50,9387.82,15925.76,756,764,755,0.998677249,0.988219895
2025_09_13,19_50_20,duplication,1,0.01,lineitem,Q19,1,50,388.19,406.03,1,1,1,1,1
2025_09_13,19_50_22,duplication,1,0.01,lineitem,Q20,1,50,623.83,613.68,172,172,172,1,1
2025_09_13,19_50_49,duplication,1,0.01,lineitem,Q21,1,50,12069.9,14832.68,415,415,415,1,1
2025_09_13,19_51_10,duplication,1,0.01,region,Q2,2,50,407,354.84,458,458,458,1,1
2025_09_13,19_51_15,duplication,1,0.01,region,Q5,2,50,1926.46,3759.65,5,5,0,0,0
2025_09_13,19_51_28,duplication,1,0.01,region,Q8,2,50,6285.98,6187.35,2,2,2,1,1
2025_09_13,19_51_31,duplication,1,0.01,nation,Q2,2,50,399.06,1471.63,470,470,470,1,1
2025_09_13,19_51_34,duplication,1,0.01,nation,Q5,2,50,1939.42,1948.64,5,5,5,1,1
2025_09_13,19_51_39,duplication,1,0.01,nation,Q7,2,50,2147.84,1805.56,4,4,4,1,1
2025_09_13,19_52_34,duplication,1,0.01,nation,Q8,2,50,6271.42,49230.85,2,2,0,0,0
2025_09_13,19_52_45,duplication,1,0.01,nation,Q9,2,50,3275.97,7278.35,175,175,168,0.96,0.96
2025_09_13,19_53_00,duplication,1,0.01,nation,Q10,2,50,3597.63,9674.99,37690,37690,36205,0.960599629,0.960599629
2025_09_13,19_53_02,duplication,1,0.01,nation,Q11,2,50,550.71,624.85,907,907,907,1,1
2025_09_13,19_53_04,duplication,1,0.01,nation,Q20,2,50,713.43,590.83,169,169,169,1,1
2025_09_13,19_53_29,duplication,1,0.01,nation,Q21,2,50,11857.56,12073.35,377,377,377,1,1
2025_09_13,19_53_40,duplication,1,0.01,customer,Q3,2,50,2916.45,3042.38,11612,11612,11611,0.999913882,0.999913882
2025_09_13,19_53_44,duplication,1,0.01,customer,Q5,2,50,1972.26,2012.27,5,5,5,1,1
2025_09_13,19_53_49,duplication,1,0.01,customer,Q7,2,50,2014.39,2095.73,4,4,4,1,1
2025_09_13,19_53_59,duplication,1,0.01,customer,Q8,2,50,6081.27,4098.51,2,2,2,1,1
2025_09_13,19_54_11,duplication,1,0.01,customer,Q10,2,50,3622.48,7415.03,37948,37948,37945,0.999920944,0.999920944
2025_09_13,19_54_24,duplication,1,0.01,customer,Q13,2,50,5702.57,6656.9,42,43,31,0.738095238,0.720930233
2025_09_13,19_54_46,duplication,1,0.01,customer,Q18,2,50,9284.17,13012.01,917,917,917,1,1
2025_09_13,19_54_47,duplication,1,0.01,customer,Q22,2,50,494.25,535.19,7,7,7,1,1
2025_09_13,19_55_50,duplication,1,0.01,orders,Q3,2,50,2909.9,3592.27,11506,11506,11505,0.999913089,0.999913089
2025_09_13,19_55_54,duplication,1,0.01,orders,Q4,2,50,2014.41,2113.92,5,5,3,0.6,0.6
2025_09_13,19_55_58,duplication,1,0.01,orders,Q5,2,50,1871.37,1985.46,5,5,5,1,1
2025_09_13,19_56_02,duplication,1,0.01,orders,Q7,2,50,2108.4,2195.02,4,4,4,1,1
2025_09_13,19_56_15,duplication,1,0.01,orders,Q8,2,50,6266.65,6217.8,2,2,1,0.5,0.5
2025_09_13,19_57_09,duplication,1,0.01,orders,Q9,2,50,3356.77,49935.78,175,175,147,0.84,0.84
2025_09_13,19_57_17,duplication,1,0.01,orders,Q10,2,50,3637.92,3796.43,37859,37859,37855,0.999894345,0.999894345
2025_09_13,19_57_41,duplication,1,0.01,orders,Q12,2,50,8165.55,15378.17,2,2,1,0.5,0.5
2025_09_13,19_57_54,duplication,1,0.01,orders,Q13,2,50,6778.03,6321.94,42,42,19,0.452380952,0.452380952
2025_09_13,19_58_13,duplication,1,0.01,orders,Q18,2,50,9204.8,9306.49,697,697,697,1,1
2025_09_13,19_58_38,duplication,1,0.01,orders,Q21,2,50,12151.62,12126.12,438,438,438,1,1
2025_09_13,19_58_39,duplication,1,0.01,orders,Q22,2,50,508.69,600.18,7,7,7,1,1
2025_09_13,19_58_53,duplication,1,0.01,supplier,Q2,2,50,352.47,7807.43,495,495,495,1,1
2025_09_13,20_01_59,duplication,1,0.01,supplier,Q5,2,50,1982.55,184612.46,5,5,4,0.8,0.8
2025_09_13,20_04_14,duplication,1,0.01,supplier,Q7,2,50,2142.49,132428.9,4,4,4,1,1
2025_09_13,20_04_21,duplication,1,0.01,supplier,Q8,2,50,6279.35,551.1,2,2,2,1,1
2025_09_13,20_04_31,duplication,1,0.01,supplier,Q9,2,50,3199.78,6699.58,175,175,168,0.96,0.96
2025_09_13,20_04_32,duplication,1,0.01,supplier,Q11,2,50,253.53,244.33,1048,1048,1048,1,1
2025_09_13,20_05_02,duplication,1,0.01,supplier,Q15,2,50,15040.29,14880.3,1,1,1,1,1
2025_09_13,20_05_04,duplication,1,0.01,supplier,Q20,2,50,559.72,569.49,190,190,190,1,1
2025_09_13,20_07_09,duplication,1,0.01,supplier,Q21,2,50,12063.48,112440.25,438,438,438,1,1
2025_09_13,20_07_14,duplication,1,0.01,part,Q2,2,50,387.4,417.31,485,485,485,1,1
2025_09_13,20_07_21,duplication,1,0.01,part,Q8,2,50,6228.25,613.58,2,2,2,1,1
2025_09_13,20_07_28,duplication,1,0.01,part,Q9,2,50,3174.56,3289.79,175,175,146,0.834285714,0.834285714
2025_09_13,20_07_56,duplication,1,0.01,part,Q14,2,50,7031.84,21301.64,1,1,0,0,0
2025_09_13,20_07_59,duplication,1,0.01,part,Q16,2,50,886.59,938.42,18229,18229,18229,1,1
2025_09_13,20_07_59,duplication,1,0.01,part,Q17,2,50,231.39,233.39,1,1,1,1,1
2025_09_13,20_08_00,duplication,1,0.01,part,Q19,2,50,417.46,433.75,1,1,1,1,1
2025_09_13,20_08_02,duplication,1,0.01,part,Q20,2,50,612.74,583.68,186,186,186,1,1
2025_09_13,20_08_46,duplication,1,0.01,partsupp,Q2,2,50,315.66,407.31,478,479,478,1,0.997912317
2025_09_13,20_08_53,duplication,1,0.01,partsupp,Q9,2,50,3223.18,3577.76,175,175,169,0.965714286,0.965714286
2025_09_13,20_08_55,duplication,1,0.01,partsupp,Q11,2,50,284.18,449.24,819,819,819,1,1
2025_09_13,20_08_58,duplication,1,0.01,partsupp,Q16,2,50,1009.76,1138.4,18213,18213,18213,1,1
2025_09_13,20_16_43,duplication,1,0.01,lineitem,Q1,2,50,21320.24,22013.36,4,4,0,0,0
2025_09_13,20_16_53,duplication,1,0.01,lineitem,Q3,2,50,3201.6,5524.44,11293,11293,11290,0.999734349,0.999734349
2025_09_13,20_16_57,duplication,1,0.01,lineitem,Q4,2,50,2092.8,2256.94,5,5,5,1,1
2025_09_13,20_17_02,duplication,1,0.01,lineitem,Q5,2,50,2056.45,2403.65,5,5,5,1,1
2025_09_13,20_17_16,duplication,1,0.01,lineitem,Q6,2,50,6738.84,7290.71,1,1,0,0,0
2025_09_13,20_17_21,duplication,1,0.01,lineitem,Q7,2,50,2074.17,3492.28,4,4,3,0.75,0.75
2025_09_13,20_17_35,duplication,1,0.01,lineitem,Q8,2,50,6152.47,7217.36,2,2,2,1,1
2025_09_13,20_17_42,duplication,1,0.01,lineitem,Q9,2,50,3210.57,3495.25,175,175,142,0.811428571,0.811428571
2025_09_13,20_17_52,duplication,1,0.01,lineitem,Q10,2,50,4287.51,3991.15,37948,37948,37937,0.99971013,0.99971013
2025_09_13,20_18_09,duplication,1,0.01,lineitem,Q12,2,50,8321.53,8600.11,2,2,0,0,0
2025_09_13,20_18_24,duplication,1,0.01,lineitem,Q14,2,50,7217.54,7690.15,1,1,0,0,0
2025_09_13,20_18_53,duplication,1,0.01,lineitem,Q15,2,50,14642.87,14705.47,1,1,1,1,1
2025_09_13,20_18_55,duplication,1,0.01,lineitem,Q17,2,50,710.72,722.05,1,1,1,1,1
2025_09_13,20_19_21,duplication,1,0.01,lineitem,Q18,2,50,9341.21,15980.72,823,830,822,0.998784933,0.990361446
2025_09_13,20_19_22,duplication,1,0.01,lineitem,Q19,2,50,388.12,380.09,1,1,1,1,1
2025_09_13,20_19_23,duplication,1,0.01,lineitem,Q20,2,50,591.79,617.74,179,179,179,1,1
2025_09_13,20_19_51,duplication,1,0.01,lineitem,Q21,2,50,11988.69,14991.56,393,393,393,1,1
2025_09_13,20_20_11,duplication,1,0.01,region,Q2,3,50,374.6,354.84,459,459,459,1,1
2025_09_13,20_20_15,duplication,1,0.01,region,Q5,3,50,1981.49,1909.61,5,5,5,1,1
2025_09_13,20_20_28,duplication,1,0.01,region,Q8,3,50,6151.09,6249.14,2,2,2,1,1
2025_09_13,20_20_31,duplication,1,0.01,nation,Q2,3,50,364.99,1816.43,474,587,474,1,0.807495741
2025_09_13,20_20_35,duplication,1,0.01,nation,Q5,3,50,1982.73,1862.53,5,5,5,1,1
2025_09_13,20_20_38,duplication,1,0.01,nation,Q7,3,50,2026.62,1788.66,4,4,4,1,1
2025_09_13,20_21_33,duplication,1,0.01,nation,Q8,3,50,6173.7,48311.86,2,2,0,0,0
2025_09_13,20_21_44,duplication,1,0.01,nation,Q9,3,50,3335.62,7228.17,175,175,168,0.96,0.96
2025_09_13,20_21_57,duplication,1,0.01,nation,Q10,3,50,3624.78,7472.49,38271,38271,36785,0.961171644,0.961171644
2025_09_13,20_21_58,duplication,1,0.01,nation,Q11,3,50,247.68,248.43,1241,1241,1241,1,1
2025_09_13,20_21_59,duplication,1,0.01,nation,Q20,3,50,569.58,589.29,182,182,182,1,1
2025_09_13,20_22_24,duplication,1,0.01,nation,Q21,3,50,12034.95,11991.64,420,420,420,1,1
2025_09_13,20_22_36,duplication,1,0.01,customer,Q3,3,50,2779.82,2866.82,11480,11480,11480,1,1
2025_09_13,20_22_40,duplication,1,0.01,customer,Q5,3,50,1891.16,2024.89,5,5,5,1,1
2025_09_13,20_22_44,duplication,1,0.01,customer,Q7,3,50,2049.48,2104.04,4,4,4,1,1
2025_09_13,20_22_55,duplication,1,0.01,customer,Q8,3,50,6260.71,4171.51,2,2,2,1,1
2025_09_13,20_23_06,duplication,1,0.01,customer,Q10,3,50,3559.77,7138.68,37690,37690,37688,0.999946936,0.999946936
2025_09_13,20_23_19,duplication,1,0.01,customer,Q13,3,50,5959.78,6435.95,42,44,33,0.785714286,0.75
2025_09_13,20_23_43,duplication,1,0.01,customer,Q18,3,50,9655.68,13368.44,917,917,917,1,1
2025_09_13,20_23_44,duplication,1,0.01,customer,Q22,3,50,496.18,559.41,7,7,5,0.714285714,0.714285714
2025_09_13,20_24_47,duplication,1,0.01,orders,Q3,3,50,2957.18,3546.21,11375,11375,11375,1,1
2025_09_13,20_24_51,duplication,1,0.01,orders,Q4,3,50,2056.18,2265.14,5,5,0,0,0
2025_09_13,20_24_55,duplication,1,0.01,orders,Q5,3,50,1953.07,2006.54,5,5,5,1,1
2025_09_13,20_24_58,duplication,1,0.01,orders,Q7,3,50,1032.04,1143.38,0,0,0,X,0
2025_09_13,20_25_11,duplication,1,0.01,orders,Q8,3,50,6208.73,7030.15,2,2,2,1,1
2025_09_13,20_26_06,duplication,1,0.01,orders,Q9,3,50,3765.04,50603.91,175,175,148,0.845714286,0.845714286
2025_09_13,20_26_14,duplication,1,0.01,orders,Q10,3,50,3602.29,3692.85,37728,37728,37722,0.999840967,0.999840967
2025_09_13,20_26_38,duplication,1,0.01,orders,Q12,3,50,8104.45,15211.64,2,2,1,0.5,0.5
2025_09_13,20_26_50,duplication,1,0.01,orders,Q13,3,50,5848.76,6503.15,42,42,14,0.333333333,0.333333333
2025_09_13,20_27_10,duplication,1,0.01,orders,Q18,3,50,9248.44,9486.18,823,823,823,1,1
2025_09_13,20_27_34,duplication,1,0.01,orders,Q21,3,50,11919.34,12256.51,390,390,390,1,1
2025_09_13,20_27_36,duplication,1,0.01,orders,Q22,3,50,524.34,516.09,7,7,7,1,1
2025_09_13,20_27_50,duplication,1,0.01,supplier,Q2,3,50,350.66,8757.64,494,494,494,1,1
2025_09_13,20_30_53,duplication,1,0.01,supplier,Q5,3,50,1931.21,180965.92,5,5,5,1,1
2025_09_13,20_33_03,duplication,1,0.01,supplier,Q7,3,50,2274.51,128093.21,4,4,2,0.5,0.5
2025_09_13,20_33_10,duplication,1,0.01,supplier,Q8,3,50,6281.95,544.39,2,2,2,1,1
2025_09_13,20_33_21,duplication,1,0.01,supplier,Q9,3,50,3152.87,7059.65,175,175,170,0.971428571,0.971428571
2025_09_13,20_33_22,duplication,1,0.01,supplier,Q11,3,50,279.93,272.52,919,919,919,1,1
2025_09_13,20_33_52,duplication,1,0.01,supplier,Q15,3,50,14919.24,14887.58,1,1,1,1,1
2025_09_13,20_33_54,duplication,1,0.01,supplier,Q20,3,50,710.63,568.3,194,194,194,1,1
2025_09_13,20_35_56,duplication,1,0.01,supplier,Q21,3,50,12033.53,108902.79,411,411,411,1,1
2025_09_13,20_36_00,duplication,1,0.01,part,Q2,3,50,359.3,422.55,494,494,494,1,1
2025_09_13,20_36_07,duplication,1,0.01,part,Q8,3,50,6250.46,575.23,2,2,2,1,1
2025_09_13,20_36_14,duplication,1,0.01,part,Q9,3,50,3288.32,3245.08,175,175,162,0.925714286,0.925714286
2025_09_13,20_36_42,duplication,1,0.01,part,Q14,3,50,7083.08,20133.11,1,1,0,0,0
2025_09_13,20_36_44,duplication,1,0.01,part,Q16,3,50,963.75,1004.29,18270,18270,18270,1,1
2025_09_13,20_36_45,duplication,1,0.01,part,Q17,3,50,227.66,242.94,1,1,1,1,1
2025_09_13,20_36_46,duplication,1,0.01,part,Q19,3,50,367.41,418.05,1,1,1,1,1
2025_09_13,20_36_48,duplication,1,0.01,part,Q20,3,50,555.51,611.57,181,181,181,1,1
2025_09_13,20_37_33,duplication,1,0.01,partsupp,Q2,3,50,346.92,426.71,481,481,481,1,1
2025_09_13,20_37_40,duplication,1,0.01,partsupp,Q9,3,50,3217.85,3392.09,175,175,138,0.788571429,0.788571429
2025_09_13,20_37_41,duplication,1,0.01,partsupp,Q11,3,50,235.16,436.59,1289,1290,1289,1,0.999224806
2025_09_13,20_37_44,duplication,1,0.01,partsupp,Q16,3,50,1118.9,1497.6,18394,18394,18394,1,1
2025_09_13,20_45_30,duplication,1,0.01,lineitem,Q1,3,50,21619.93,21278.26,4,4,0,0,0
2025_09_13,20_45_39,duplication,1,0.01,lineitem,Q3,3,50,2986.43,5608.69,11430,11430,11429,0.999912511,0.999912511
2025_09_13,20_45_43,duplication,1,0.01,lineitem,Q4,3,50,1989.35,2313.78,5,5,5,1,1
2025_09_13,20_45_48,duplication,1,0.01,lineitem,Q5,3,50,1923.52,2487.56,5,5,3,0.6,0.6
2025_09_13,20_46_02,duplication,1,0.01,lineitem,Q6,3,50,6749.57,7589.63,1,1,0,0,0
2025_09_13,20_46_08,duplication,1,0.01,lineitem,Q7,3,50,2027.95,3412.27,4,4,4,1,1
2025_09_13,20_46_21,duplication,1,0.01,lineitem,Q8,3,50,6273.9,7177.4,2,2,2,1,1
2025_09_13,20_46_29,duplication,1,0.01,lineitem,Q9,3,50,3331.12,3317.83,175,175,152,0.868571429,0.868571429
2025_09_13,20_46_37,duplication,1,0.01,lineitem,Q10,3,50,3569.08,3986.56,37690,37690,37676,0.999628549,0.999628549
2025_09_13,20_46_55,duplication,1,0.01,lineitem,Q12,3,50,8202.13,8724.2,2,2,0,0,0
2025_09_13,20_47_10,duplication,1,0.01,lineitem,Q14,3,50,7418.51,7771.31,1,1,0,0,0
2025_09_13,20_47_39,duplication,1,0.01,lineitem,Q15,3,50,14496.09,14601.78,1,1,1,1,1
2025_09_13,20_47_41,duplication,1,0.01,lineitem,Q17,3,50,728.72,803.53,1,1,1,1,1
2025_09_13,20_48_08,duplication,1,0.01,lineitem,Q18,3,50,10008.96,16170.86,697,707,696,0.99856528,0.984441301
2025_09_13,20_48_09,duplication,1,0.01,lineitem,Q19,3,50,384.52,399.69,1,1,1,1,1
2025_09_13,20_48_10,duplication,1,0.01,lineitem,Q20,3,50,583.79,615.78,197,197,197,1,1
2025_09_13,20_48_38,duplication,1,0.01,lineitem,Q21,3,50,11990.42,15001.79,420,420,420,1,1
2025_09_13,20_48_58,duplication,1,0.01,region,Q2,4,50,377.73,353.99,451,451,451,1,1
2025_09_13,20_49_04,duplication,1,0.01,region,Q5,4,50,2094.7,3725.94,5,5,0,0,0
2025_09_13,20_49_16,duplication,1,0.01,region,Q8,4,50,6178.01,6132.09,2,2,2,1,1
2025_09_13,20_49_19,duplication,1,0.01,nation,Q2,4,50,428.71,1513.11,478,478,478,1,1
2025_09_13,20_49_23,duplication,1,0.01,nation,Q5,4,50,1908.8,2294.42,5,5,4,0.8,0.8
2025_09_13,20_49_24,duplication,1,0.01,nation,Q7,4,50,1035.19,15.03,0,0,0,X,0
2025_09_13,20_50_19,duplication,1,0.01,nation,Q8,4,50,6251.36,48059.18,2,2,0,0,0
2025_09_13,20_50_30,duplication,1,0.01,nation,Q9,4,50,3276.88,7282.13,175,175,168,0.96,0.96
2025_09_13,20_50_42,duplication,1,0.01,nation,Q10,4,50,3483,7351.06,37302,37302,35847,0.960994049,0.960994049
2025_09_13,20_50_43,duplication,1,0.01,nation,Q11,4,50,244.19,246.14,1048,1048,1048,1,1
2025_09_13,20_50_45,duplication,1,0.01,nation,Q20,4,50,641.95,581.8,183,183,183,1,1
2025_09_13,20_51_10,duplication,1,0.01,nation,Q21,4,50,11955.65,12216.37,421,421,421,1,1
2025_09_13,20_51_21,duplication,1,0.01,customer,Q3,4,50,2879.55,2876.62,11556,11556,11553,0.999740395,0.999740395
2025_09_13,20_51_26,duplication,1,0.01,customer,Q5,4,50,2047.17,1925.28,5,5,5,1,1
2025_09_13,20_51_30,duplication,1,0.01,customer,Q7,4,50,2078.94,2019.34,4,4,4,1,1
2025_09_13,20_51_40,duplication,1,0.01,customer,Q8,4,50,6209.21,4002.33,2,2,2,1,1
2025_09_13,20_51_52,duplication,1,0.01,customer,Q10,4,50,3633.56,7074.35,38114,38114,38106,0.999790103,0.999790103
2025_09_13,20_52_05,duplication,1,0.01,customer,Q13,4,50,5973.12,6973.08,42,44,30,0.714285714,0.681818182
2025_09_13,20_52_28,duplication,1,0.01,customer,Q18,4,50,9322.69,12693.16,917,917,917,1,1
2025_09_13,20_52_29,duplication,1,0.01,customer,Q22,4,50,523.87,580.93,7,7,7,1,1
2025_09_13,20_53_32,duplication,1,0.01,orders,Q3,4,50,2817.41,3585.82,11437,11437,11436,0.999912564,0.999912564
2025_09_13,20_53_36,duplication,1,0.01,orders,Q4,4,50,1990.42,2262.54,5,5,1,0.2,0.2
2025_09_13,20_53_41,duplication,1,0.01,orders,Q5,4,50,1883.21,2047.41,5,5,5,1,1
2025_09_13,20_53_45,duplication,1,0.01,orders,Q7,4,50,2007.8,2348.91,4,4,3,0.75,0.75
2025_09_13,20_53_58,duplication,1,0.01,orders,Q8,4,50,6281.2,6323.95,2,2,1,0.5,0.5
2025_09_13,20_54_52,duplication,1,0.01,orders,Q9,4,50,3335.25,50308.38,175,175,144,0.822857143,0.822857143
2025_09_13,20_55_01,duplication,1,0.01,orders,Q10,4,50,3590.9,3941.22,37880,37880,37878,0.999947202,0.999947202
2025_09_13,20_55_26,duplication,1,0.01,orders,Q12,4,50,8132.57,17210.61,2,2,0,0,0
2025_09_13,20_55_43,duplication,1,0.01,orders,Q13,4,50,7535.36,8437.11,42,42,15,0.357142857,0.357142857
2025_09_13,20_56_07,duplication,1,0.01,orders,Q18,4,50,11715.7,11767.55,756,756,756,1,1
2025_09_13,20_56_32,duplication,1,0.01,orders,Q21,4,50,12693.14,12074.95,362,362,361,0.997237569,0.997237569
2025_09_13,20_56_33,duplication,1,0.01,orders,Q22,4,50,520.45,550.25,7,7,7,1,1
2025_09_13,20_56_47,duplication,1,0.01,supplier,Q2,4,50,358.23,7963.75,489,489,489,1,1
2025_09_13,20_59_54,duplication,1,0.01,supplier,Q5,4,50,2030.41,184620.25,5,5,5,1,1
2025_09_13,21_02_08,duplication,1,0.01,supplier,Q7,4,50,2586.5,131842.94,4,4,4,1,1
2025_09_13,21_02_15,duplication,1,0.01,supplier,Q8,4,50,6261.74,552.73,2,2,2,1,1
