date, time, scenario, factor, error, table, query, run, total_runs, time_original, time_distorted, tuple_amount_original, tuple_amount_distorted, tuple_amount_intersection, recall, precision
2025_09_10,20_58_36,duplication,1,0.1,customer,Q5,16,50,1578.37,1577.93,5,5,1,0.2,0.2
2025_09_10,20_58_40,duplication,1,0.1,customer,Q7,16,50,1578.06,1607.74,4,4,1,0.25,0.25
2025_09_10,20_58_48,duplication,1,0.1,customer,Q8,16,50,4795.54,3091.44,2,2,0,0,0
2025_09_10,20_58_58,duplication,1,0.1,customer,Q10,16,50,2850.16,5479.33,37967,37967,37925,0.998893776,0.998893776
2025_09_10,20_59_08,duplication,1,0.1,customer,Q13,16,50,4589.61,4991.65,42,49,13,0.30952381,0.265306122
2025_09_10,20_59_25,duplication,1,0.1,customer,Q18,16,50,7091.05,9491.6,697,697,695,0.99713056,0.99713056
2025_09_10,20_59_26,duplication,1,0.1,customer,Q22,16,50,380.42,449.46,7,7,2,0.285714286,0.285714286
2025_09_10,21_00_16,duplication,1,0.1,orders,Q3,16,50,2317.69,3046.18,11424,11424,11410,0.99877451,0.99877451
2025_09_10,21_00_20,duplication,1,0.1,orders,Q4,16,50,1592.99,1729.78,5,5,0,0,0
2025_09_10,21_00_24,duplication,1,0.1,orders,Q5,16,50,1601.46,1628.39,5,5,0,0,0
2025_09_10,21_00_27,duplication,1,0.1,orders,Q7,16,50,1651.01,1828.82,4,4,0,0,0
2025_09_10,21_00_38,duplication,1,0.1,orders,Q8,16,50,4836.78,4901.38,2,2,1,0.5,0.5
2025_09_10,21_01_19,duplication,1,0.1,orders,Q9,16,50,2682.21,37845.17,175,175,35,0.2,0.2
2025_09_10,21_01_26,duplication,1,0.1,orders,Q10,16,50,2883.19,3359.87,38076,38076,38021,0.998555521,0.998555521
2025_09_10,21_01_48,duplication,1,0.1,orders,Q12,16,50,7605.29,13568.7,2,2,0,0,0
2025_09_10,21_01_59,duplication,1,0.1,orders,Q13,16,50,5450.83,5231.48,42,42,8,0.19047619,0.19047619
2025_09_10,21_02_14,duplication,1,0.1,orders,Q18,16,50,7026.03,7066.27,917,917,917,1,1
2025_09_10,21_02_33,duplication,1,0.1,orders,Q21,16,50,9105.53,9224.87,397,397,392,0.987405542,0.987405542
2025_09_10,21_02_34,duplication,1,0.1,orders,Q22,16,50,388.08,427.89,7,7,7,1,1
2025_09_10,21_02_45,duplication,1,0.1,supplier,Q2,16,50,285.92,6318.46,522,522,522,1,1
2025_09_10,21_04_58,duplication,1,0.1,supplier,Q5,16,50,1570.5,130744.82,5,5,4,0.8,0.8
2025_09_10,21_06_39,duplication,1,0.1,supplier,Q7,16,50,1726.42,99186.18,4,4,4,1,1
2025_09_10,21_06_45,duplication,1,0.1,supplier,Q8,16,50,4897.07,426.46,2,2,1,0.5,0.5
2025_09_10,21_06_53,duplication,1,0.1,supplier,Q9,16,50,2588.94,5182.46,175,175,121,0.691428571,0.691428571
2025_09_10,21_06_54,duplication,1,0.1,supplier,Q11,16,50,191.87,221.81,1469,1469,1469,1,1
2025_09_10,21_07_17,duplication,1,0.1,supplier,Q15,16,50,11191.43,11181.81,1,1,1,1,1
2025_09_10,21_07_19,duplication,1,0.1,supplier,Q20,16,50,448.99,491.74,186,187,186,1,0.994652406
2025_09_10,21_08_51,duplication,1,0.1,supplier,Q21,16,50,9564.67,82411.47,393,393,393,1,1
2025_09_10,21_08_55,duplication,1,0.1,part,Q2,16,50,305.02,315.76,513,513,513,1,1
2025_09_10,21_09_01,duplication,1,0.1,part,Q8,16,50,4806.11,465.46,2,2,0,0,0
2025_09_10,21_09_07,duplication,1,0.1,part,Q9,16,50,2588.82,2518.39,175,175,53,0.302857143,0.302857143
2025_09_10,21_09_28,duplication,1,0.1,part,Q14,16,50,5340.62,15552.56,1,1,0,0,0
2025_09_10,21_09_31,duplication,1,0.1,part,Q16,16,50,799.14,831.69,18159,18159,18159,1,1
2025_09_10,21_09_32,duplication,1,0.1,part,Q17,16,50,580.45,650.54,1,1,1,1,1
2025_09_10,21_09_33,duplication,1,0.1,part,Q19,16,50,311.94,331,1,1,1,1,1
2025_09_10,21_09_35,duplication,1,0.1,part,Q20,16,50,440.99,465.7,165,165,165,1,1
2025_09_10,21_10_11,duplication,1,0.1,partsupp,Q2,16,50,257.3,308.92,429,429,429,1,1
2025_09_10,21_10_17,duplication,1,0.1,partsupp,Q9,16,50,2655.61,2762.53,175,175,48,0.274285714,0.274285714
2025_09_10,21_10_19,duplication,1,0.1,partsupp,Q11,16,50,204.83,356.17,1241,1238,1226,0.987912973,0.990306947
2025_09_10,21_10_21,duplication,1,0.1,partsupp,Q16,16,50,726.27,1031.81,18189,18189,18189,1,1
2025_09_10,21_16_41,duplication,1,0.1,lineitem,Q1,16,50,16715.53,17502.81,4,4,0,0,0
2025_09_10,21_16_49,duplication,1,0.1,lineitem,Q3,16,50,2556.19,5072.77,11360,11360,11339,0.998151408,0.998151408
2025_09_10,21_16_53,duplication,1,0.1,lineitem,Q4,16,50,1632.5,1907.54,5,5,5,1,1
2025_09_10,21_16_57,duplication,1,0.1,lineitem,Q5,16,50,1595.11,2106.84,5,5,2,0.4,0.4
2025_09_10,21_17_09,duplication,1,0.1,lineitem,Q6,16,50,5153.54,5823.23,1,1,0,0,0
2025_09_10,21_17_14,duplication,1,0.1,lineitem,Q7,16,50,1692.69,2659.56,4,4,0,0,0
2025_09_10,21_17_24,duplication,1,0.1,lineitem,Q8,16,50,5056.02,5245.94,2,2,0,0,0
2025_09_10,21_17_30,duplication,1,0.1,lineitem,Q9,16,50,2611.3,2631.3,175,175,23,0.131428571,0.131428571
2025_09_10,21_17_37,duplication,1,0.1,lineitem,Q10,16,50,2861.3,2936.79,38271,38271,38157,0.997021243,0.997021243
2025_09_10,21_17_51,duplication,1,0.1,lineitem,Q12,16,50,6730.9,6963.22,2,2,0,0,0
2025_09_10,21_18_03,duplication,1,0.1,lineitem,Q14,16,50,5378.66,6129.37,1,1,0,0,0
2025_09_10,21_18_26,duplication,1,0.1,lineitem,Q15,16,50,11223.41,11134.01,1,1,1,1,1
2025_09_10,21_18_27,duplication,1,0.1,lineitem,Q17,16,50,507.11,575.67,1,1,1,1,1
2025_09_10,21_18_47,duplication,1,0.1,lineitem,Q18,16,50,7000.5,12327.04,917,1010,912,0.994547437,0.902970297
2025_09_10,21_18_48,duplication,1,0.1,lineitem,Q19,16,50,319.78,341.83,1,1,1,1,1
2025_09_10,21_18_50,duplication,1,0.1,lineitem,Q20,16,50,457.66,511.76,176,176,176,1,1
2025_09_10,21_19_11,duplication,1,0.1,lineitem,Q21,16,50,8998.91,11200.92,396,396,391,0.987373737,0.987373737
2025_09_10,21_19_26,duplication,1,0.1,region,Q2,17,50,263.58,275.29,463,463,463,1,1
2025_09_10,21_19_29,duplication,1,0.1,region,Q5,17,50,1571.88,1486.44,5,5,5,1,1
2025_09_10,21_19_39,duplication,1,0.1,region,Q8,17,50,4805.3,4618.8,2,2,2,1,1
2025_09_10,21_19_42,duplication,1,0.1,nation,Q2,17,50,279.34,1364.6,440,531,440,1,0.828625235
2025_09_10,21_19_45,duplication,1,0.1,nation,Q5,17,50,1542.23,1704.34,5,5,4,0.8,0.8
2025_09_10,21_19_49,duplication,1,0.1,nation,Q7,17,50,1651.56,1340.26,4,4,4,1,1
2025_09_10,21_20_30,duplication,1,0.1,nation,Q8,17,50,4782.08,36254.25,2,2,0,0,0
2025_09_10,21_20_39,duplication,1,0.1,nation,Q9,17,50,2570.36,5609.7,175,175,168,0.96,0.96
2025_09_10,21_20_49,duplication,1,0.1,nation,Q10,17,50,2805.56,5734.12,37618,37618,36116,0.960072306,0.960072306
2025_09_10,21_20_50,duplication,1,0.1,nation,Q11,17,50,210.03,208.73,665,665,665,1,1
2025_09_10,21_20_51,duplication,1,0.1,nation,Q20,17,50,474.69,464.72,189,189,189,1,1
2025_09_10,21_21_10,duplication,1,0.1,nation,Q21,17,50,9093.94,8972.9,415,415,415,1,1
2025_09_10,21_21_20,duplication,1,0.1,customer,Q3,17,50,2252.24,2396.66,11261,11261,11251,0.999111979,0.999111979
2025_09_10,21_21_23,duplication,1,0.1,customer,Q5,17,50,1584.17,1537.32,5,5,2,0.4,0.4
2025_09_10,21_21_27,duplication,1,0.1,customer,Q7,17,50,1711.53,1592.27,4,4,2,0.5,0.5
2025_09_10,21_21_36,duplication,1,0.1,customer,Q8,17,50,4862.29,3153.14,2,2,0,0,0
2025_09_10,21_21_45,duplication,1,0.1,customer,Q10,17,50,2786.1,5463.49,38114,38114,38074,0.998950517,0.998950517
2025_09_10,21_21_55,duplication,1,0.1,customer,Q13,17,50,4575.61,4878.44,42,51,12,0.285714286,0.235294118
2025_09_10,21_22_12,duplication,1,0.1,customer,Q18,17,50,7059.54,9537.08,697,697,697,1,1
2025_09_10,21_22_13,duplication,1,0.1,customer,Q22,17,50,374.9,436.93,7,7,3,0.428571429,0.428571429
2025_09_10,21_23_04,duplication,1,0.1,orders,Q3,17,50,2213.03,2933.75,11289,11289,11283,0.999468509,0.999468509
2025_09_10,21_23_08,duplication,1,0.1,orders,Q4,17,50,1700.6,1811.26,5,5,0,0,0
2025_09_10,21_23_11,duplication,1,0.1,orders,Q5,17,50,1570.16,1638.63,5,5,0,0,0
2025_09_10,21_23_15,duplication,1,0.1,orders,Q7,17,50,1636.83,1801.13,4,4,1,0.25,0.25
2025_09_10,21_23_25,duplication,1,0.1,orders,Q8,17,50,5037.95,4764.98,2,2,1,0.5,0.5
2025_09_10,21_24_06,duplication,1,0.1,orders,Q9,17,50,2642.51,37477.77,175,175,27,0.154285714,0.154285714
2025_09_10,21_24_13,duplication,1,0.1,orders,Q10,17,50,2847.67,2838.46,37859,37859,37820,0.998969862,0.998969862
2025_09_10,21_24_31,duplication,1,0.1,orders,Q12,17,50,6338.92,11442.96,2,2,0,0,0
2025_09_10,21_24_41,duplication,1,0.1,orders,Q13,17,50,4518.2,5010.84,42,42,11,0.261904762,0.261904762
2025_09_10,21_24_56,duplication,1,0.1,orders,Q18,17,50,6973.41,6875.16,917,917,917,1,1
2025_09_10,21_25_15,duplication,1,0.1,orders,Q21,17,50,9007.47,9335.91,396,396,395,0.997474747,0.997474747
2025_09_10,21_25_16,duplication,1,0.1,orders,Q22,17,50,382.81,411.88,7,7,7,1,1
2025_09_10,21_25_26,duplication,1,0.1,supplier,Q2,17,50,296.69,5305.69,451,451,451,1,1
2025_09_10,21_27_43,duplication,1,0.1,supplier,Q5,17,50,1572.4,135253.95,5,5,4,0.8,0.8
2025_09_10,21_29_21,duplication,1,0.1,supplier,Q7,17,50,1683.71,96411.99,4,4,2,0.5,0.5
2025_09_10,21_29_27,duplication,1,0.1,supplier,Q8,17,50,4838.16,430.01,2,2,1,0.5,0.5
2025_09_10,21_29_35,duplication,1,0.1,supplier,Q9,17,50,2594.49,5106.47,175,175,116,0.662857143,0.662857143
2025_09_10,21_29_36,duplication,1,0.1,supplier,Q11,17,50,209.71,221.21,1089,1089,1089,1,1
2025_09_10,21_29_59,duplication,1,0.1,supplier,Q15,17,50,11346.73,11145.61,1,1,1,1,1
2025_09_10,21_30_01,duplication,1,0.1,supplier,Q20,17,50,441.91,452.75,170,171,170,1,0.994152047
2025_09_10,21_31_32,duplication,1,0.1,supplier,Q21,17,50,9040.01,81061.72,420,420,419,0.997619048,0.997619048
2025_09_10,21_31_36,duplication,1,0.1,part,Q2,17,50,308.16,307.04,465,467,465,1,0.995717345
2025_09_10,21_31_42,duplication,1,0.1,part,Q8,17,50,4969.63,460.33,2,2,0,0,0
2025_09_10,21_31_48,duplication,1,0.1,part,Q9,17,50,2680.91,2513.79,175,175,50,0.285714286,0.285714286
2025_09_10,21_32_13,duplication,1,0.1,part,Q14,17,50,6652.73,17997.39,1,1,0,0,0
2025_09_10,21_32_15,duplication,1,0.1,part,Q16,17,50,785.93,811.3,18293,18293,18293,1,1
2025_09_10,21_32_17,duplication,1,0.1,part,Q17,17,50,504.92,548.85,1,1,1,1,1
2025_09_10,21_32_18,duplication,1,0.1,part,Q19,17,50,317.04,326.75,1,1,1,1,1
2025_09_10,21_32_18,duplication,1,0.1,part,Q20,17,50,18.56,15.19,0,0,0,X,0
2025_09_10,21_32_55,duplication,1,0.1,partsupp,Q2,17,50,298.86,329.37,464,464,464,1,1
2025_09_10,21_33_01,duplication,1,0.1,partsupp,Q9,17,50,2765.77,2767.86,175,175,60,0.342857143,0.342857143
2025_09_10,21_33_02,duplication,1,0.1,partsupp,Q11,17,50,197.41,349.22,1289,1287,1279,0.992242048,0.993783994
2025_09_10,21_33_05,duplication,1,0.1,partsupp,Q16,17,50,763.19,1046.61,18206,18206,18206,1,1
2025_09_10,21_39_21,duplication,1,0.1,lineitem,Q1,17,50,16457.87,16115.18,4,4,0,0,0
2025_09_10,21_39_28,duplication,1,0.1,lineitem,Q3,17,50,2472.99,4277.61,11438,11438,11402,0.996852597,0.996852597
2025_09_10,21_39_32,duplication,1,0.1,lineitem,Q4,17,50,1633.58,1701.32,5,5,5,1,1
2025_09_10,21_39_36,duplication,1,0.1,lineitem,Q5,17,50,1570,1958.35,5,5,1,0.2,0.2
2025_09_10,21_39_47,duplication,1,0.1,lineitem,Q6,17,50,5173.25,5305.07,1,1,0,0,0
2025_09_10,21_39_51,duplication,1,0.1,lineitem,Q7,17,50,1625.94,2557.41,4,4,1,0.25,0.25
2025_09_10,21_40_02,duplication,1,0.1,lineitem,Q8,17,50,4789.57,5203.26,2,2,0,0,0
2025_09_10,21_40_08,duplication,1,0.1,lineitem,Q9,17,50,2634.54,2541.42,175,175,27,0.154285714,0.154285714
2025_09_10,21_40_15,duplication,1,0.1,lineitem,Q10,17,50,2863.65,2947.43,37967,37967,37839,0.996628651,0.996628651
2025_09_10,21_40_28,duplication,1,0.1,lineitem,Q12,17,50,6210.56,6289.66,2,2,0,0,0
2025_09_10,21_40_39,duplication,1,0.1,lineitem,Q14,17,50,5324.85,5547.24,1,1,0,0,0
2025_09_10,21_41_01,duplication,1,0.1,lineitem,Q15,17,50,10984.51,10915.89,1,1,1,1,1
2025_09_10,21_41_03,duplication,1,0.1,lineitem,Q17,17,50,478,516.97,1,1,1,1,1
2025_09_10,21_41_22,duplication,1,0.1,lineitem,Q18,17,50,6904.55,11817.84,756,840,753,0.996031746,0.896428571
2025_09_10,21_41_23,duplication,1,0.1,lineitem,Q19,17,50,288.86,299.17,1,1,1,1,1
2025_09_10,21_41_25,duplication,1,0.1,lineitem,Q20,17,50,453.91,505.06,186,186,186,1,1
2025_09_10,21_41_45,duplication,1,0.1,lineitem,Q21,17,50,9032,10919.49,415,415,412,0.992771084,0.992771084
2025_09_10,21_42_00,duplication,1,0.1,region,Q2,18,50,278.05,498.53,448,896,448,1,0.5
2025_09_10,21_42_04,duplication,1,0.1,region,Q5,18,50,1557.97,1490.57,5,5,5,1,1
2025_09_10,21_42_16,duplication,1,0.1,region,Q8,18,50,4796.2,6536.3,2,2,2,1,1
2025_09_10,21_42_18,duplication,1,0.1,nation,Q2,18,50,313.73,1135.94,473,473,473,1,1
2025_09_10,21_42_22,duplication,1,0.1,nation,Q5,18,50,1618.03,1499.19,5,5,5,1,1
2025_09_10,21_42_25,duplication,1,0.1,nation,Q7,18,50,1689.08,1449.25,4,4,4,1,1
2025_09_10,21_43_13,duplication,1,0.1,nation,Q8,18,50,4838.07,42256.09,2,2,0,0,0
2025_09_10,21_43_21,duplication,1,0.1,nation,Q9,18,50,2534.58,5562.31,175,175,168,0.96,0.96
2025_09_10,21_43_31,duplication,1,0.1,nation,Q10,18,50,2861.54,5789.49,38263,38263,36739,0.9601704,0.9601704
2025_09_10,21_43_32,duplication,1,0.1,nation,Q11,18,50,224.71,216.27,1031,1031,1031,1,1
2025_09_10,21_43_34,duplication,1,0.1,nation,Q20,18,50,435.48,440.63,176,176,176,1,1
2025_09_10,21_43_53,duplication,1,0.1,nation,Q21,18,50,9063.56,8893.21,397,397,397,1,1
2025_09_10,21_44_02,duplication,1,0.1,customer,Q3,18,50,2228.08,2215.78,11231,11231,11214,0.998486332,0.998486332
2025_09_10,21_44_06,duplication,1,0.1,customer,Q5,18,50,1566.89,1552.14,5,5,2,0.4,0.4
2025_09_10,21_44_09,duplication,1,0.1,customer,Q7,18,50,1638.66,1558.49,4,4,1,0.25,0.25
2025_09_10,21_44_18,duplication,1,0.1,customer,Q8,18,50,4804.96,3136.59,2,2,0,0,0
2025_09_10,21_44_27,duplication,1,0.1,customer,Q10,18,50,2780.52,5639.66,38114,38114,38073,0.99892428,0.99892428
2025_09_10,21_44_37,duplication,1,0.1,customer,Q13,18,50,4650.9,4957.37,42,50,13,0.30952381,0.26
2025_09_10,21_44_54,duplication,1,0.1,customer,Q18,18,50,7044.24,9433.67,697,697,696,0.99856528,0.99856528
2025_09_10,21_44_56,duplication,1,0.1,customer,Q22,18,50,391.56,452.65,7,7,1,0.142857143,0.142857143
2025_09_10,21_45_46,duplication,1,0.1,orders,Q3,18,50,2191.4,2741.06,11425,11425,11414,0.999037199,0.999037199
2025_09_10,21_45_50,duplication,1,0.1,orders,Q4,18,50,1583.72,1691.28,5,5,0,0,0
2025_09_10,21_45_53,duplication,1,0.1,orders,Q5,18,50,1612.79,1536.48,5,5,3,0.6,0.6
2025_09_10,21_45_57,duplication,1,0.1,orders,Q7,18,50,1624.16,1768.56,4,4,2,0.5,0.5
2025_09_10,21_46_07,duplication,1,0.1,orders,Q8,18,50,4870.26,4697.47,2,2,1,0.5,0.5
2025_09_10,21_46_49,duplication,1,0.1,orders,Q9,18,50,2709.92,38234.98,175,175,21,0.12,0.12
2025_09_10,21_46_55,duplication,1,0.1,orders,Q10,18,50,2854.7,2814.01,38271,38271,38230,0.998928693,0.998928693
2025_09_10,21_47_13,duplication,1,0.1,orders,Q12,18,50,6132.77,11172.93,2,2,0,0,0
2025_09_10,21_47_23,duplication,1,0.1,orders,Q13,18,50,4589.31,4652.31,42,42,9,0.214285714,0.214285714
2025_09_10,21_47_38,duplication,1,0.1,orders,Q18,18,50,7084.79,7085.69,756,756,755,0.998677249,0.998677249
2025_09_10,21_47_57,duplication,1,0.1,orders,Q21,18,50,9726.42,8974.51,373,373,369,0.989276139,0.989276139
2025_09_10,21_47_58,duplication,1,0.1,orders,Q22,18,50,388.68,398.6,7,7,7,1,1
2025_09_10,21_48_08,duplication,1,0.1,supplier,Q2,18,50,266.53,5216.58,437,437,437,1,1
2025_09_10,21_50_23,duplication,1,0.1,supplier,Q5,18,50,1547.84,132768.26,5,5,3,0.6,0.6
2025_09_10,21_52_07,duplication,1,0.1,supplier,Q7,18,50,1621.38,101910.7,4,4,4,1,1
2025_09_10,21_52_12,duplication,1,0.1,supplier,Q8,18,50,4828.81,458.13,2,2,0,0,0
2025_09_10,21_52_22,duplication,1,0.1,supplier,Q9,18,50,2746.41,5743.46,175,175,115,0.657142857,0.657142857
2025_09_10,21_52_23,duplication,1,0.1,supplier,Q11,18,50,221.01,224.76,665,665,665,1,1
2025_09_10,21_52_50,duplication,1,0.1,supplier,Q15,18,50,13419.85,13041.2,1,1,1,1,1
2025_09_10,21_52_51,duplication,1,0.1,supplier,Q20,18,50,442.98,481.7,188,189,188,1,0.994708995
2025_09_10,21_54_17,duplication,1,0.1,supplier,Q21,18,50,9011.71,76160.37,377,377,376,0.99734748,0.99734748
2025_09_10,21_54_21,duplication,1,0.1,part,Q2,18,50,295.52,302.34,472,472,472,1,1
2025_09_10,21_54_27,duplication,1,0.1,part,Q8,18,50,4827.81,472.55,2,2,0,0,0
2025_09_10,21_54_33,duplication,1,0.1,part,Q9,18,50,2807.67,2443.48,175,175,67,0.382857143,0.382857143
2025_09_10,21_54_54,duplication,1,0.1,part,Q14,18,50,5400.81,15455.02,1,1,0,0,0
2025_09_10,21_54_57,duplication,1,0.1,part,Q16,18,50,790.38,811.8,18339,18339,18339,1,1
2025_09_10,21_54_58,duplication,1,0.1,part,Q17,18,50,523.01,607.08,1,1,0,0,0
2025_09_10,21_54_59,duplication,1,0.1,part,Q19,18,50,317,344.56,1,1,1,1,1
2025_09_10,21_55_01,duplication,1,0.1,part,Q20,18,50,458.93,468.97,170,170,170,1,1
2025_09_10,21_55_38,duplication,1,0.1,partsupp,Q2,18,50,265.7,315.33,474,474,474,1,1
2025_09_10,21_55_44,duplication,1,0.1,partsupp,Q9,18,50,2660.5,2623.54,175,175,47,0.268571429,0.268571429
2025_09_10,21_55_45,duplication,1,0.1,partsupp,Q11,18,50,189.12,341.44,1469,1469,1462,0.995234854,0.995234854
2025_09_10,21_55_47,duplication,1,0.1,partsupp,Q16,18,50,785.21,979.22,18341,18341,18341,1,1
2025_09_10,22_02_01,duplication,1,0.1,lineitem,Q1,18,50,16812.93,16690.45,4,4,0,0,0
2025_09_10,22_02_09,duplication,1,0.1,lineitem,Q3,18,50,2417.07,4236.91,11505,11505,11482,0.998000869,0.998000869
2025_09_10,22_02_13,duplication,1,0.1,lineitem,Q4,18,50,1689.15,1759.27,5,5,5,1,1
2025_09_10,22_02_17,duplication,1,0.1,lineitem,Q5,18,50,1546.47,2038.31,5,5,0,0,0
2025_09_10,22_02_28,duplication,1,0.1,lineitem,Q6,18,50,5104.23,5362.27,1,1,0,0,0
2025_09_10,22_02_32,duplication,1,0.1,lineitem,Q7,18,50,1662.12,2721.04,4,4,1,0.25,0.25
2025_09_10,22_02_43,duplication,1,0.1,lineitem,Q8,18,50,4818.79,5288.18,2,2,2,1,1
2025_09_10,22_02_49,duplication,1,0.1,lineitem,Q9,18,50,2573.04,2569.78,175,175,27,0.154285714,0.154285714
2025_09_10,22_02_56,duplication,1,0.1,lineitem,Q10,18,50,2830.66,2906.32,38182,38182,38072,0.997119061,0.997119061
2025_09_10,22_03_09,duplication,1,0.1,lineitem,Q12,18,50,6201.87,6359.29,2,2,0,0,0
2025_09_10,22_03_20,duplication,1,0.1,lineitem,Q14,18,50,5376.55,5627.79,1,1,0,0,0
2025_09_10,22_03_43,duplication,1,0.1,lineitem,Q15,18,50,11315.8,10963.43,1,1,1,1,1
2025_09_10,22_03_44,duplication,1,0.1,lineitem,Q17,18,50,520.86,570.26,1,1,0,0,0
2025_09_10,22_04_04,duplication,1,0.1,lineitem,Q18,18,50,6981.21,11833.54,917,997,907,0.989094875,0.909729188
2025_09_10,22_04_05,duplication,1,0.1,lineitem,Q19,18,50,333.79,317.16,1,1,1,1,1
2025_09_10,22_04_07,duplication,1,0.1,lineitem,Q20,18,50,466.92,476.25,157,157,157,1,1
2025_09_10,22_04_27,duplication,1,0.1,lineitem,Q21,18,50,8874.83,10871.83,401,401,394,0.982543641,0.982543641
2025_09_10,22_04_42,duplication,1,0.1,region,Q2,19,50,264,475.88,460,920,460,1,0.5
2025_09_10,22_04_46,duplication,1,0.1,region,Q5,19,50,1601.17,1484.88,5,5,5,1,1
2025_09_10,22_04_56,duplication,1,0.1,region,Q8,19,50,4805.87,4598.6,2,2,2,1,1
2025_09_10,22_04_58,duplication,1,0.1,nation,Q2,19,50,285.93,1245.19,479,479,479,1,1
2025_09_10,22_05_02,duplication,1,0.1,nation,Q5,19,50,1583.27,1477.46,5,5,5,1,1
2025_09_10,22_05_05,duplication,1,0.1,nation,Q7,19,50,1623.4,1338.94,4,4,4,1,1
2025_09_10,22_05_46,duplication,1,0.1,nation,Q8,19,50,4821.06,36067.7,2,2,0,0,0
2025_09_10,22_05_55,duplication,1,0.1,nation,Q9,19,50,2684.37,5617.98,175,175,168,0.96,0.96
2025_09_10,22_06_05,duplication,1,0.1,nation,Q10,19,50,2818.05,5670.42,37293,37293,35820,0.960501971,0.960501971
2025_09_10,22_06_06,duplication,1,0.1,nation,Q11,19,50,208.98,216.95,699,699,699,1,1
2025_09_10,22_06_08,duplication,1,0.1,nation,Q20,19,50,456.71,492.44,169,169,169,1,1
2025_09_10,22_06_27,duplication,1,0.1,nation,Q21,19,50,9031.41,8941.7,376,376,376,1,1
2025_09_10,22_06_36,duplication,1,0.1,customer,Q3,19,50,2329.35,2232.11,11630,11630,11617,0.998882201,0.998882201
2025_09_10,22_06_40,duplication,1,0.1,customer,Q5,19,50,1557.79,1616.94,5,5,2,0.4,0.4
2025_09_10,22_06_43,duplication,1,0.1,customer,Q7,19,50,1645.51,1536.7,4,4,0,0,0
2025_09_10,22_06_52,duplication,1,0.1,customer,Q8,19,50,4808.54,3095.82,2,2,0,0,0
2025_09_10,22_07_01,duplication,1,0.1,customer,Q10,19,50,2918.79,5462.32,37880,37880,37842,0.998996832,0.998996832
2025_09_10,22_07_11,duplication,1,0.1,customer,Q13,19,50,4684.9,5046.58,42,52,12,0.285714286,0.230769231
2025_09_10,22_07_29,duplication,1,0.1,customer,Q18,19,50,7147.88,9509.34,917,917,917,1,1
2025_09_10,22_07_30,duplication,1,0.1,customer,Q22,19,50,402.18,462.74,7,7,1,0.142857143,0.142857143
2025_09_10,22_08_22,duplication,1,0.1,orders,Q3,19,50,2530.79,2748.78,11375,11375,11365,0.999120879,0.999120879
2025_09_10,22_08_25,duplication,1,0.1,orders,Q4,19,50,1589.62,1640.44,5,5,0,0,0
2025_09_10,22_08_29,duplication,1,0.1,orders,Q5,19,50,1563.71,1576.78,5,5,1,0.2,0.2
2025_09_10,22_08_33,duplication,1,0.1,orders,Q7,19,50,1690.72,1908.35,4,4,1,0.25,0.25
2025_09_10,22_08_43,duplication,1,0.1,orders,Q8,19,50,4804.25,4780.35,2,2,0,0,0
2025_09_10,22_09_24,duplication,1,0.1,orders,Q9,19,50,2581.83,37412.18,175,175,29,0.165714286,0.165714286
2025_09_10,22_09_31,duplication,1,0.1,orders,Q10,19,50,3338.71,3150.97,37728,37728,37685,0.998860263,0.998860263
2025_09_10,22_09_49,duplication,1,0.1,orders,Q12,19,50,6351.38,11361.5,2,2,0,0,0
2025_09_10,22_09_59,duplication,1,0.1,orders,Q13,19,50,4666.64,4825.68,42,43,7,0.166666667,0.162790698
2025_09_10,22_10_14,duplication,1,0.1,orders,Q18,19,50,6994.2,6895.7,756,756,756,1,1
2025_09_10,22_10_27,duplication,1,0.1,orders,Q21,19,50,6305.3,6238.14,0,0,0,X,0
2025_09_10,22_10_28,duplication,1,0.1,orders,Q22,19,50,393.01,416.73,7,7,7,1,1
2025_09_10,22_10_39,duplication,1,0.1,supplier,Q2,19,50,288.25,5855.4,473,473,473,1,1
2025_09_10,22_12_50,duplication,1,0.1,supplier,Q5,19,50,1571.48,129632.6,5,5,5,1,1
2025_09_10,22_14_29,duplication,1,0.1,supplier,Q7,19,50,1743.41,96904.96,4,4,4,1,1
2025_09_10,22_14_35,duplication,1,0.1,supplier,Q8,19,50,5006.36,407.91,2,2,1,0.5,0.5
2025_09_10,22_14_44,duplication,1,0.1,supplier,Q9,19,50,2600.99,5458.44,175,175,126,0.72,0.72
2025_09_10,22_14_45,duplication,1,0.1,supplier,Q11,19,50,202.87,221.46,699,699,699,1,1
2025_09_10,22_15_08,duplication,1,0.1,supplier,Q15,19,50,11234.11,11150.38,1,1,1,1,1
2025_09_10,22_15_10,duplication,1,0.1,supplier,Q20,19,50,418.78,457.78,189,189,189,1,1
2025_09_10,22_15_35,duplication,1,0.1,supplier,Q21,19,50,6265.02,18375.9,0,0,0,X,0
2025_09_10,22_15_39,duplication,1,0.1,part,Q2,19,50,290.48,306.62,469,469,469,1,1
2025_09_10,22_15_45,duplication,1,0.1,part,Q8,19,50,4835.6,436.6,2,2,0,0,0
2025_09_10,22_15_50,duplication,1,0.1,part,Q9,19,50,2623.74,2460.96,175,175,49,0.28,0.28
2025_09_10,22_16_12,duplication,1,0.1,part,Q14,19,50,5388.09,15446.89,1,1,0,0,0
2025_09_10,22_16_14,duplication,1,0.1,part,Q16,19,50,724.95,833.28,18355,18355,18355,1,1
